method,instance,rel_error,merit
learned-warped-FBHF,42,0.029286295175552368,0.00427533034235239
learned-warped-FBHF,43,0.026610245928168297,0.004449395928531885
learned-warped-FBHF,44,0.026084691286087036,0.005843557417392731
learned-warped-FBHF,45,0.02596878446638584,0.005710700061172247
learned-warped-FBHF,46,0.02577372081577778,0.00391959585249424
learned-warped-FBHF,47,0.026376262307167053,0.004435244482010603
learned-warped-FBHF,48,0.030880460515618324,0.004297967534512281
learned-warped-FBHF,49,0.030641751363873482,0.005055597517639399
learned-warped-FBHF,50,0.028096728026866913,0.005844603292644024
learned-warped-FBHF,51,0.031399477273225784,0.004973443690687418
learned-warped-FBHF,52,0.028559261932969093,0.00527614401653409
learned-warped-FBHF,53,0.0305533055216074,0.0055374992080032825
learned-warped-FBHF,54,0.030720332637429237,0.005607724189758301
learned-warped-FBHF,55,0.028686024248600006,0.00510990247130394
learned-warped-FBHF,56,0.028528032824397087,0.005305651109665632
learned-warped-FBHF,57,0.028106892481446266,0.004135305527597666
learned-warped-FBHF,58,0.031244847923517227,0.006082896608859301
learned-warped-FBHF,59,0.03127036243677139,0.004038615617901087
learned-warped-FBHF,60,0.030540071427822113,0.00479170773178339
learned-warped-FBHF,61,0.03119216114282608,0.003967999946326017
learned-warped-FBHF,62,0.03185724839568138,0.00526014668866992
learned-warped-FBHF,63,0.030135145410895348,0.005306169856339693
