data,blur,noise,c,method,image_index,oracle_K,rel_primal_error_K
synthetic,train,train,0.5,Condat-Vu/PDHG,40,3999,0.0004711026849690825
synthetic,train,train,0.5,Condat-Vu/PDHG,41,3999,0.00019813174731098115
synthetic,train,train,0.5,Condat-Vu/PDHG,42,3999,0.00037263473495841026
synthetic,train,train,0.5,Condat-Vu/PDHG,43,3999,0.000381205027224496
synthetic,train,train,0.5,Condat-Vu/PDHG,44,3999,0.0005280707846395671
synthetic,train,train,0.5,Condat-Vu/PDHG,45,3999,0.00038208733894862235
synthetic,train,train,0.5,Condat-Vu/PDHG,46,3999,0.0004679625271819532
synthetic,train,train,0.5,Condat-Vu/PDHG,47,3999,0.0004473802400752902
synthetic,train,train,0.5,Condat-Vu/PDHG,48,3999,0.0002479769173078239
synthetic,train,train,0.5,Condat-Vu/PDHG,49,3999,0.0003497534489724785
synthetic,train,train,0.5,Condat-Vu/PDHG,50,3999,0.0002993081579916179
synthetic,train,train,0.5,Condat-Vu/PDHG,51,3999,0.00043946621008217335
synthetic,train,train,0.5,Condat-Vu/PDHG,52,3999,0.0005358608905225992
synthetic,train,train,0.5,Condat-Vu/PDHG,53,3999,0.000562353350687772
synthetic,train,train,0.5,Condat-Vu/PDHG,54,3999,0.0007391931139864028
synthetic,train,train,0.5,Condat-Vu/PDHG,55,3999,0.0004710983484983444
synthetic,train,train,0.5,Condat-Vu/PDHG,56,3999,0.0007535082404501736
synthetic,train,train,0.5,Condat-Vu/PDHG,57,3999,0.0009271950693801045
synthetic,train,train,0.5,Condat-Vu/PDHG,58,3999,0.00034711373155005276
synthetic,train,train,0.5,Condat-Vu/PDHG,59,3999,0.0001575088535901159
synthetic,train,train,0.5,Condat-Vu/PDHG,60,3999,0.0005444803391583264
synthetic,train,train,0.5,Condat-Vu/PDHG,61,3999,6.527677032863721e-05
synthetic,train,train,0.5,Condat-Vu/PDHG,62,3999,0.00041052736924029887
synthetic,train,train,0.5,Condat-Vu/PDHG,63,3999,0.0004080584621988237
