data,blur,noise,image_index,ref_self_gap_50k_100k,old_fbhf4000_gap_to_ref,last_pdhg_rel_step,fixed_minus_learned_absdiff,fixed_better_than_learned,learned_better_than_fixed,cv_better_than_learned,ref_steps,ref_time_s
real,train,train,21,1.2746884294756455e-06,0.00052764912834391,5.652228907138124e-08,0.00030976603738963604,1,0,1,100000,78.293049544096
real,train,train,22,1.7119936046583462e-06,3.8577487430302426e-05,9.17317422022279e-08,5.963188596069813e-05,0,1,1,100000,78.293049544096
real,train,train,23,1.4361359035319765e-06,5.0355360144749284e-05,4.381137941322777e-08,8.135273674270138e-05,0,1,1,100000,78.293049544096
real,train,train,24,2.1829928300576285e-06,3.6385335988597944e-05,5.823459758858007e-08,0.00014413881581276655,0,1,1,100000,78.293049544096
real,train,train,25,4.7101730160648003e-07,0.0006530890241265297,6.908690863838274e-08,2.3535045329481363e-05,1,0,0,100000,78.293049544096
real,train,train,26,1.1392548913136125e-06,0.0007978951907716691,5.235199651565381e-08,0.00013819627929478884,0,1,0,100000,78.293049544096
real,train,train,27,8.126891657411761e-07,2.591289194242563e-05,5.9006946884210265e-08,0.0002129478962160647,0,1,1,100000,78.293049544096
real,train,train,28,1.973914777408936e-06,0.0003749047755263746,7.284258174422575e-08,0.0002182304160669446,0,1,1,100000,78.293049544096
real,train,train,29,1.2395302064760472e-06,9.36036158236675e-05,6.240743033458784e-08,0.0003455216356087476,0,1,1,100000,78.293049544096
real,train,train,30,8.1322338019163e-07,3.155570084345527e-05,3.7558724130803967e-08,0.00010561724775470793,0,1,1,100000,78.293049544096
real,train,train,31,1.081569962479989e-06,2.8717733584926464e-05,7.67056391737242e-08,9.817462705541402e-05,0,1,1,100000,78.293049544096
real,train,train,32,4.775847060045635e-07,7.492167060263455e-05,5.5836249401863824e-08,0.00013669635518454015,0,1,1,100000,78.293049544096
real,train,train,33,9.526078770250024e-07,2.145366852346342e-05,7.027420423355579e-08,0.00010568567813606933,0,1,1,100000,78.293049544096
real,train,train,34,5.452128334582085e-06,0.00021693026064895093,1.409002834407147e-07,1.2389093171805143e-05,1,0,1,100000,78.293049544096
real,train,train,35,5.51199320852902e-07,2.006472095672507e-05,7.298512372244659e-08,7.966911653056741e-05,0,1,1,100000,78.293049544096
real,train,train,36,1.1543005484782043e-06,3.563774225767702e-05,1.1563685120563605e-07,0.00015248983982019126,0,1,1,100000,78.293049544096
real,train,train,37,1.019682258629473e-06,0.00011771765275625512,8.482512470209258e-08,3.478795406408608e-05,0,1,1,100000,78.293049544096
real,train,train,38,5.683994572791562e-07,2.8510392439784482e-05,8.988524768938078e-08,0.0001015270609059371,0,1,1,100000,78.293049544096
real,train,train,39,4.923395522382634e-07,2.4298811695189215e-05,6.754920178764223e-08,0.00012804170546587557,0,1,1,100000,78.293049544096
real,train,train,40,4.5451889718606253e-07,1.235671697941143e-05,2.1318672338566103e-07,3.400974674150348e-05,0,1,1,100000,78.293049544096
real,train,train,41,1.0476099987499765e-06,4.208176687825471e-05,8.238627913215169e-08,0.00019011607218999416,0,1,1,100000,78.293049544096
real,train,train,42,1.0572966857580468e-06,0.000440546398749575,5.873051378557648e-08,0.00012028642231598496,0,1,0,100000,78.293049544096
real,train,train,43,6.200417601576191e-07,4.087293564225547e-05,7.262473644686906e-08,3.9523358282167464e-05,0,1,1,100000,78.293049544096
real,train,train,44,8.710254633115255e-07,5.974259693175554e-05,6.538056140925619e-08,9.851163486018777e-05,0,1,1,100000,78.293049544096
real,train,train,45,1.170354153146036e-06,3.605779056670144e-05,7.569300919385569e-08,9.375359513796866e-05,0,1,1,100000,78.293049544096
real,train,train,46,7.692028134442808e-07,0.002368433168157935,5.280977433130829e-08,0.0002710903063416481,0,1,0,100000,78.293049544096
real,train,train,47,7.218325777103018e-07,1.8206141248811036e-05,6.729643331482293e-08,7.75135267758742e-05,0,1,1,100000,78.293049544096
real,train,train,48,6.656642881353037e-07,3.210155773558654e-05,7.104782184796932e-08,4.759873263537884e-05,0,1,1,100000,78.293049544096
real,train,train,49,4.449510697668302e-07,1.0532748092373367e-05,8.722091138224641e-08,7.854661089368165e-05,0,1,1,100000,78.293049544096
real,train,train,50,1.56853911903454e-06,0.0002569486969150603,5.063077779254854e-08,0.0001101026136893779,0,1,1,100000,78.293049544096
real,train,train,51,2.4456971914332826e-06,0.000263103807810694,4.172500567278803e-08,8.110341150313616e-05,0,1,0,100000,78.293049544096
real,train,train,52,9.573741408530623e-07,0.00017674527771305293,4.763876404467737e-08,4.4267988414503634e-05,0,1,1,100000,78.293049544096
real,train,train,53,3.5727731528822915e-07,0.0004665754968300462,8.000309748013024e-08,0.00010850306716747582,1,0,1,100000,78.293049544096
real,train,train,54,7.27262374766724e-07,2.0202214727760293e-05,8.249067917631692e-08,7.491965516237542e-05,0,1,1,100000,78.293049544096
real,train,train,55,7.760091648378875e-06,5.679637615685351e-05,3.7955381060328364e-08,0.0002816665219143033,0,1,1,100000,78.293049544096
real,train,train,56,1.757384893608105e-06,5.958076872047968e-05,6.837244370672124e-08,6.801271229051054e-05,0,1,1,100000,78.293049544096
real,train,train,57,1.0505789305170765e-06,0.00018435051606502384,7.882017882820946e-08,3.1165036489255726e-05,0,1,1,100000,78.293049544096
real,train,train,58,1.1577060377021553e-06,5.4497766541317105e-05,3.986253815924101e-08,0.00022205310233402997,0,1,1,100000,78.293049544096
real,train,train,59,5.145575983078743e-07,2.0019031580886804e-05,9.372296716492201e-08,6.571750418515876e-05,0,1,1,100000,78.293049544096
real,train,train,60,4.843105671170633e-06,4.1582978155929595e-05,7.009713698380438e-08,0.00022814024123363197,0,1,1,100000,78.293049544096
real,train,train,61,7.982642955539632e-07,2.2776790501666255e-05,6.335641700161432e-08,7.06147329765372e-05,0,1,1,100000,78.293049544096
real,train,train,62,1.9328066628077067e-05,0.00041827847599051893,4.1383309223874676e-08,1.250737113878131e-06,1,0,0,100000,78.293049544096
real,train,train,63,5.005647381040035e-07,1.6166295608854853e-05,1.1302816460556642e-07,4.7527348215226084e-05,0,1,1,100000,78.293049544096
synthetic,train,train,0,1.427199890713382e-06,7.604182610521093e-05,4.1746375245566014e-08,0.0006985796499066055,0,1,1,100000,100.90406941622496
synthetic,train,train,1,2.6936002086586086e-06,0.00016785072511993349,7.68231487313642e-08,0.000552476616576314,0,1,1,100000,100.90406941622496
synthetic,train,train,2,1.856521066656569e-06,0.00246032583527267,8.807258922161054e-08,0.0001517576165497303,0,1,1,100000,100.90406941622496
synthetic,train,train,3,2.667147555257543e-06,0.00032913178438320756,4.9503082522051045e-08,0.0005186699563637376,0,1,1,100000,100.90406941622496
synthetic,train,train,4,8.978749974630773e-07,0.00027074242825619876,7.883194541591365e-08,0.00029685089248232543,0,1,1,100000,100.90406941622496
synthetic,train,train,5,5.9142348618479446e-06,0.0023166448809206486,5.1245169885305586e-08,0.0003787553869187832,0,1,1,100000,100.90406941622496
synthetic,train,train,6,2.5110237402259372e-05,0.0002562479057814926,7.876980845367143e-08,0.00028619624208658934,0,1,1,100000,100.90406941622496
synthetic,train,train,7,2.5050489966815803e-06,0.0002174031105823815,5.4540418403803415e-08,0.00045658042654395103,0,1,1,100000,100.90406941622496
synthetic,train,train,8,1.5643665847164812e-06,0.0013092648005113006,7.542382718384033e-08,0.0003206727560609579,0,1,0,100000,100.90406941622496
synthetic,train,train,9,7.99083977653936e-07,0.00022143601381685585,5.372012168436413e-08,0.00039384677074849606,0,1,1,100000,100.90406941622496
synthetic,train,train,10,1.7169337525047013e-06,0.001970574725419283,5.858979079675919e-08,0.00010337214916944504,0,1,1,100000,100.90406941622496
synthetic,train,train,11,6.112235041655367e-06,0.0015850663185119629,5.520230317301866e-08,0.0004340109881013632,0,1,1,100000,100.90406941622496
synthetic,train,train,12,1.2443309742593556e-06,0.0001898679038276896,9.513915699699282e-08,0.0008441995596513152,0,1,1,100000,100.90406941622496
synthetic,train,train,13,7.603409812872997e-07,0.00015168098616413772,3.8733514173827643e-08,0.0006208017002791166,0,1,1,100000,100.90406941622496
synthetic,train,train,14,2.2696190171700437e-06,0.000777234323322773,4.9628578580040994e-08,0.0005405816482380033,0,1,1,100000,100.90406941622496
synthetic,train,train,15,1.062666001416801e-06,0.0014162881998345256,6.966268983887858e-08,0.00039374304469674826,0,1,0,100000,100.90406941622496
synthetic,train,train,16,8.309599479616736e-07,0.00022614635236095637,6.712674860409606e-08,0.0005601599696092308,0,1,1,100000,100.90406941622496
synthetic,train,train,17,9.149175070888305e-07,0.000862671120557934,6.692737031244178e-08,0.0005465986905619502,0,1,1,100000,100.90406941622496
synthetic,train,train,18,2.2211331724975025e-06,0.00018667829863261431,5.339121855740814e-08,0.0004602154949679971,0,1,1,100000,100.90406941622496
synthetic,train,train,19,1.2268294540263014e-06,0.002828852506354451,6.699576715618605e-08,2.7818605303764343e-06,1,0,1,100000,100.90406941622496
synthetic,train,train,20,2.459724100845051e-06,0.0014614325482398272,1.254890520385743e-07,0.00010012311395257711,1,0,1,100000,100.90406941622496
synthetic,train,train,21,3.8439870309048274e-07,0.00023725120991002768,4.890840088478399e-08,0.00042029289761558175,0,1,1,100000,100.90406941622496
synthetic,train,train,22,1.2022819646517746e-06,0.001965002389624715,6.801049323712505e-08,0.000444748904556036,0,1,1,100000,100.90406941622496
synthetic,train,train,23,1.6473486539325677e-06,0.0006517004803754389,5.101682276631436e-08,0.0007424880750477314,0,1,1,100000,100.90406941622496
synthetic,train,train,24,5.8665191318141297e-05,0.0014554255176335573,6.815493946987772e-08,0.0009540906175971031,0,1,1,100000,100.90406941622496
synthetic,train,train,25,1.0220228432444856e-06,0.00022061016352381557,5.611666153981787e-08,0.0004663481959141791,0,1,1,100000,100.90406941622496
synthetic,train,train,26,1.3161696870156447e-06,0.004887850489467382,6.190191470523132e-08,0.0009065251797437668,0,1,0,100000,100.90406941622496
synthetic,train,train,27,7.504616519327101e-07,0.000252717814873904,4.853558621675802e-08,0.00037736614467576146,0,1,1,100000,100.90406941622496
synthetic,train,train,28,2.2175836420501582e-06,0.0009778639068827033,3.842140472443134e-08,0.0004493013257160783,0,1,1,100000,100.90406941622496
synthetic,train,train,29,4.905413788947044e-06,0.0008490954642184079,8.767135994958153e-08,0.00045241357292979956,0,1,1,100000,100.90406941622496
synthetic,train,train,30,1.3051411542619462e-06,0.0024370525497943163,4.33932001442372e-08,0.0004135554190725088,0,1,1,100000,100.90406941622496
synthetic,train,train,31,8.283923875751498e-07,0.0015986091457307339,1.0353132040563651e-07,0.0008020652458071709,0,1,1,100000,100.90406941622496
synthetic,train,train,32,7.294022452697391e-07,0.005258450284600258,5.937836888847414e-08,0.001120679546147585,0,1,0,100000,100.90406941622496
synthetic,train,train,33,1.304255420109257e-06,0.00048306092503480613,5.8642466882474764e-08,0.0002542371512390673,0,1,1,100000,100.90406941622496
synthetic,train,train,34,3.3294325021415716e-06,0.00023677128774579614,6.916023664871318e-08,0.0008564944146201015,0,1,1,100000,100.90406941622496
synthetic,train,train,35,1.3280972552820458e-06,0.00025224906858056784,5.980015060913502e-08,0.00022223737323656678,0,1,1,100000,100.90406941622496
synthetic,train,train,36,7.928492777864449e-07,0.00020070784376002848,5.290544891067839e-08,0.00036654347786679864,0,1,1,100000,100.90406941622496
synthetic,train,train,37,7.696168609072629e-07,0.0026729952078312635,6.942643437923834e-08,0.0002559067215770483,0,1,0,100000,100.90406941622496
synthetic,train,train,38,5.028454097555368e-07,0.0033574081026017666,4.652052965070652e-08,0.0007610383909195662,0,1,0,100000,100.90406941622496
synthetic,train,train,39,1.0620849479892058e-06,7.947980338940397e-05,8.819606023280357e-08,0.0002557029656600207,0,1,1,100000,100.90406941622496
synthetic,train,train,40,2.0809142142752535e-07,0.0007551487069576979,8.904907389251093e-08,0.0002550120698288083,0,1,1,100000,100.90406941622496
synthetic,train,train,41,6.517400379379978e-07,0.00016403076006099582,8.34968787444268e-08,0.00029051327146589756,0,1,1,100000,100.90406941622496
synthetic,train,train,42,7.870805802667746e-07,0.00010551510058576241,5.728312046926476e-08,0.0007260454585775733,0,1,1,100000,100.90406941622496
synthetic,train,train,43,5.759777650382603e-07,0.00013857483281753957,6.087470438842502e-08,0.00024275440955534577,0,1,1,100000,100.90406941622496
synthetic,train,train,44,1.4878770571158384e-06,0.00023245622287504375,8.293353204180676e-08,0.00047434098087251186,0,1,1,100000,100.90406941622496
synthetic,train,train,45,1.1050900639020256e-06,0.00011005117994500324,5.3441226555150934e-08,0.0005617974675260484,0,1,1,100000,100.90406941622496
synthetic,train,train,46,7.841620686122042e-07,0.00024209155526477844,4.940866915603692e-08,0.0005394783220253885,0,1,1,100000,100.90406941622496
synthetic,train,train,47,5.074052182862943e-07,0.00026135408552363515,6.355097781352015e-08,0.0004232917563058436,0,1,1,100000,100.90406941622496
synthetic,train,train,48,1.3655085240316112e-06,0.0004172112385276705,1.1312332759416677e-07,0.0003739768289960921,0,1,1,100000,100.90406941622496
synthetic,train,train,49,7.827690069461823e-07,0.00019069231348112226,6.084531634087398e-08,0.00039916031528264284,0,1,1,100000,100.90406941622496
synthetic,train,train,50,8.771979196353641e-07,0.00015570956747978926,5.287707693923949e-08,0.0002757213660515845,0,1,1,100000,100.90406941622496
synthetic,train,train,51,9.90645048659644e-07,0.0006210576975718141,4.381818996535003e-08,0.00047337007708847523,0,1,1,100000,100.90406941622496
synthetic,train,train,52,1.4595619859392173e-06,0.000599025166593492,7.671867052749803e-08,0.00038430991116911173,0,1,1,100000,100.90406941622496
synthetic,train,train,53,9.596053587301867e-07,0.00022040762996766716,6.02582801434437e-08,0.0004957293858751655,0,1,1,100000,100.90406941622496
synthetic,train,train,54,4.29415831604274e-06,0.0003980463370680809,5.6313133711682894e-08,0.0008682460756972432,0,1,1,100000,100.90406941622496
synthetic,train,train,55,9.076959486264968e-07,0.0008298659813590348,6.386228790233872e-08,0.0005146821495145559,0,1,1,100000,100.90406941622496
synthetic,train,train,56,1.6772999060776783e-06,0.000380873738322407,9.617568252906494e-08,0.0007366188801825047,0,1,1,100000,100.90406941622496
synthetic,train,train,57,2.5213253138645086e-06,0.0007042309734970331,4.4020289635682275e-08,0.0011777571635320783,0,1,1,100000,100.90406941622496
synthetic,train,train,58,7.629399192410347e-07,0.0014525195583701134,5.050784324112101e-08,0.0002548373304307461,0,1,0,100000,100.90406941622496
synthetic,train,train,59,3.927086993371631e-07,0.00014042579277884215,6.899742288624111e-08,0.0002200267044827342,0,1,1,100000,100.90406941622496
synthetic,train,train,60,8.142744150063663e-07,0.00013072605361230671,5.2407095552098326e-08,0.0007279240526258945,0,1,1,100000,100.90406941622496
synthetic,train,train,61,1.4604995612899074e-06,6.591746932826936e-05,1.3877289006813953e-07,0.00017001327069010586,0,1,1,100000,100.90406941622496
synthetic,train,train,62,9.807486094359774e-07,0.00020442757522687316,5.375223111059313e-08,0.00047142739640548825,0,1,1,100000,100.90406941622496
synthetic,train,train,63,1.130483042288688e-06,0.00015656754840165377,9.699566305698681e-08,0.0004434034344740212,0,1,1,100000,100.90406941622496
